"verb","variety","corpus","genre","year","transitivity","negation","interpretator","interpretator_type","complementizer","year_bins_20","year_bins_40","year_bins_100","macro_genre","AmE_c","interpretator_present","year_c"
"deceive","AmE","D92-95","News",1993.5,"passive","y","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"deceive","AmE","D92-95","News",1993.5,"passive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"deceive","AmE","D92-95","News",1993.5,"reflexive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"deceive","AmE","D92-95","News",1993.5,"reflexive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"deceive","AmE","D92-95","News",1993.5,"reflexive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"deceive","AmE","D92-95","News",1993.5,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.13
"deceive","AmE","D92-95","News",1993.5,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.13
"deceive","AmE","D92-95","News",1993.5,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.13
"deceive","AmE","D92-95","News",1993.5,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.13
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","y","to think","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"transitive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.15
"deceive","AmE","L92-93","News",1992.5,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"passive","n","in believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"passive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.15
"deceive","AmE","L92-93","News",1992.5,"passive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.15
"deceive","AmE","L92-93","News",1992.5,"reflexive","n","in thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"deceive","AmE","L92-93","News",1992.5,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.15
"deceive","AmE","L94-95","News",1994.5,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"deceive","AmE","L94-95","News",1994.5,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"deceive","AmE","L94-95","News",1994.5,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"deceive","AmE","L94-95","News",1994.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"deceive","AmE","L94-95","News",1994.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"deceive","AmE","L94-95","News",1994.5,"transitive","y","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"deceive","AmE","L94-95","News",1994.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"deceive","AmE","L94-95","News",1994.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"deceive","AmE","L94-95","News",1994.5,"transitive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.11
"deceive","AmE","L94-95","News",1994.5,"transitive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.11
"deceive","AmE","L94-95","News",1994.5,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"deceive","AmE","L94-95","News",1994.5,"passive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"deceive","AmE","L94-95","News",1994.5,"passive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"deceive","AmE","L94-95","News",1994.5,"reflexive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"deceive","AmE","L94-95","News",1994.5,"reflexive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"deceive","AmE","L94-95","News",1994.5,"reflexive","y","to believe","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"deceive","AmE","L94-95","News",1994.5,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.11
"deceive","AmE","L96-97","News",1996.5,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"passive","n","by the fact","nominal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"passive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.07
"deceive","AmE","L96-97","News",1996.5,"reflexive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"reflexive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"deceive","AmE","L96-97","News",1996.5,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.07
"deceive","AmE","L96-97","News",1996.5,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.07
"deceive","AmE","L98-99","News",1998.5,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"transitive","n","to think","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"passive","y","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"passive","y","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"passive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"passive","y","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"passive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"reflexive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"reflexive","y","to think","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"deceive","AmE","L98-99","News",1998.5,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.03
"deceive","AmE","N01","News",2001,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"deceive","AmE","N01","News",2001,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"deceive","AmE","N01","News",2001,"transitive","n","into believing","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"deceive","AmE","N01","News",2001,"transitive","n","into believing","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"deceive","AmE","N01","News",2001,"transitive","n","into believing","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"deceive","AmE","N01","News",2001,"transitive","n","into believing","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"deceive","AmE","N01","News",2001,"transitive","n","into believing","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"deceive","AmE","N01","News",2001,"transitive","n","into believing","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"deceive","AmE","N01","News",2001,"transitive","n","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",1,0,0.02
"deceive","AmE","N01","News",2001,"passive","y","none","none","y","2000-2020","1980-2020","1950-2020","non-fiction",1,0,0.02
"deceive","AmE","N01","News",2001,"reflexive","y","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"deceive","AmE","N01","News",2001,"reflexive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"deceive","AmE","N01","News",2001,"reflexive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"deceive","AmE","W90-92","News",1991,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"deceive","AmE","W90-92","News",1991,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"deceive","AmE","W90-92","News",1991,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"deceive","AmE","W90-92","News",1991,"transitive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"deceive","AmE","W90-92","News",1991,"transitive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"deceive","AmE","W90-92","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"deceive","AmE","W90-92","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"deceive","AmE","W90-92","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"deceive","AmE","W90-92","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
